dt,val
2020-12-01 00:00:00,14.160112
2020-12-01 01:00:00,12.312853
2020-12-01 02:00:00,11.337359
2020-12-01 03:00:00,11.151971
2020-12-01 04:00:00,10.935685
2020-12-01 05:00:00,11.524954
2020-12-01 06:00:00,14.837662
2020-12-01 07:00:00,14.903872
2020-12-01 08:00:00,24.045265
2020-12-01 09:00:00,23.943743
2020-12-01 10:00:00,24.294657
2020-12-01 11:00:00,22.981491
2020-12-01 12:00:00,22.851278
2020-12-01 13:00:00,30.319767
2020-12-01 14:00:00,24.654398
2020-12-01 15:00:00,23.634764
2020-12-01 16:00:00,23.038874
2020-12-01 17:00:00,25.078142
2020-12-01 18:00:00,22.50478
2020-12-01 19:00:00,21.237961
2020-12-01 20:00:00,21.670534
2020-12-01 21:00:00,20.648693
2020-12-01 22:00:00,19.66437
2020-12-01 23:00:00,17.397781
2020-12-02 00:00:00,15.360721
2020-12-02 01:00:00,12.09436
2020-12-02 02:00:00,11.264528
2020-12-02 03:00:00,11.050449
2020-12-02 04:00:00,10.664225
2020-12-02 05:00:00,12.53576
2020-12-02 06:00:00,13.023507
2020-12-02 07:00:00,14.292532
2020-12-02 08:00:00,18.457142
2020-12-02 09:00:00,20.622208
2020-12-02 10:00:00,25.813072
2020-12-02 11:00:00,23.776011
2020-12-02 12:00:00,22.721066
2020-12-02 13:00:00,24.241688
2020-12-02 14:00:00,25.270151
2020-12-02 15:00:00,23.113911
2020-12-02 16:00:00,22.184765
2020-12-02 17:00:00,21.279894
2020-12-02 18:00:00,23.987883
2020-12-02 19:00:00,20.928982
2020-12-02 20:00:00,19.878448
2020-12-02 21:00:00,18.808054
2020-12-02 22:00:00,17.651587
2020-12-02 23:00:00,16.94976
2020-12-03 00:00:00,15.380584
2020-12-03 01:00:00,12.944056
2020-12-03 02:00:00,12.025943
2020-12-03 03:00:00,11.705928
2020-12-03 04:00:00,11.4764
2020-12-03 05:00:00,12.899916
2020-12-03 06:00:00,19.313457
2020-12-03 07:00:00,21.242376
2020-12-03 08:00:00,19.083929
2020-12-03 09:00:00,24.360867
2020-12-03 10:00:00,22.529057
2020-12-03 11:00:00,24.190928
2020-12-03 12:00:00,25.349602
2020-12-03 13:00:00,27.232174
2020-12-03 14:00:00,23.133774
2020-12-03 15:00:00,23.043287
2020-12-03 16:00:00,20.787733
2020-12-03 17:00:00,22.175936
2020-12-03 18:00:00,21.652878
2020-12-03 19:00:00,18.655771
2020-12-03 20:00:00,25.312084
2020-12-03 21:00:00,27.38225
2020-12-03 22:00:00,19.882864
2020-12-03 23:00:00,15.298924
2020-12-04 00:00:00,15.484312
2020-12-04 01:00:00,12.142914
2020-12-04 02:00:00,11.196112
2020-12-04 03:00:00,10.982032
2020-12-04 04:00:00,10.918029
2020-12-04 05:00:00,12.067876
2020-12-04 06:00:00,14.96346
2020-12-04 07:00:00,18.249683
2020-12-04 08:00:00,20.525101
2020-12-04 09:00:00,22.818174
2020-12-04 10:00:00,23.972435
2020-12-04 11:00:00,29.803329
2020-12-04 12:00:00,26.965126
2020-12-04 13:00:00,26.965126
2020-12-04 14:00:00,27.620605
2020-12-04 15:00:00,28.064213
2020-12-04 16:00:00,27.993589
2020-12-04 17:00:00,27.905308
2020-12-04 18:00:00,27.934
2020-12-04 19:00:00,27.260864
2020-12-04 20:00:00,30.498533
2020-12-04 21:00:00,22.506987
2020-12-04 22:00:00,28.024487
2020-12-04 23:00:00,19.640093
2020-12-05 00:00:00,17.219015
2020-12-05 01:00:00,15.532866
2020-12-05 02:00:00,14.177769
2020-12-05 03:00:00,13.844511
2020-12-05 04:00:00,13.692228
2020-12-05 05:00:00,14.994358
2020-12-05 06:00:00,19.640093
2020-12-05 07:00:00,19.373047
2020-12-05 08:00:00,18.002499
2020-12-05 09:00:00,20.405922
2020-12-05 10:00:00,23.071978
2020-12-05 11:00:00,25.261322
2020-12-05 12:00:00,23.904016
2020-12-05 13:00:00,22.118555
2020-12-05 14:00:00,28.108353
2020-12-05 15:00:00,25.998461
2020-12-05 16:00:00,21.229134
2020-12-05 17:00:00,21.743364
2020-12-05 18:00:00,27.172585
2020-12-05 19:00:00,22.100899
2020-12-05 20:00:00,25.089176
2020-12-05 21:00:00,22.886591
2020-12-05 22:00:00,19.904934
2020-12-05 23:00:00,18.022362
2020-12-06 00:00:00,16.733475
2020-12-06 01:00:00,15.451207
2020-12-06 02:00:00,14.096109
2020-12-06 03:00:00,13.288347
2020-12-06 04:00:00,13.096338
2020-12-06 05:00:00,14.186596
2020-12-06 06:00:00,13.895272
2020-12-06 07:00:00,14.570614
2020-12-06 08:00:00,19.979971
2020-12-06 09:00:00,19.267111
2020-12-06 10:00:00,18.744051
2020-12-06 11:00:00,18.477005
2020-12-06 12:00:00,20.785526
2020-12-06 13:00:00,23.153637
2020-12-06 14:00:00,19.759272
2020-12-06 15:00:00,19.604782
2020-12-06 16:00:00,22.694582
2020-12-06 17:00:00,27.607363
2020-12-06 18:00:00,22.851278
2020-12-06 19:00:00,21.482939
2020-12-06 20:00:00,21.11437
2020-12-06 21:00:00,24.855234
2020-12-06 22:00:00,19.768099
2020-12-06 23:00:00,17.905392
2020-12-07 00:00:00,15.947783
2020-12-07 01:00:00,15.042912
2020-12-07 02:00:00,13.712091
2020-12-07 03:00:00,13.204481
2020-12-07 04:00:00,12.968332
2020-12-07 05:00:00,13.789336
2020-12-07 06:00:00,18.055468
2020-12-07 07:00:00,21.118784
2020-12-07 08:00:00,22.334841
2020-12-07 09:00:00,26.554625
2020-12-07 10:00:00,28.329052
2020-12-07 11:00:00,27.018095
2020-12-07 12:00:00,29.253786
2020-12-07 13:00:00,27.874411
2020-12-07 14:00:00,26.499449
2020-12-07 15:00:00,28.218702
2020-12-07 16:00:00,26.022738
2020-12-07 17:00:00,28.585064
2020-12-07 18:00:00,28.567408
2020-12-07 19:00:00,24.729435
2020-12-07 20:00:00,25.696102
2020-12-07 21:00:00,22.083242
2020-12-07 22:00:00,20.123426
2020-12-07 23:00:00,18.792604